=~=~=~=~=~=~=~=~=~=~=~= MobaXterm log 2022.09.28 14:57:40 =~=~=~=~=~=~=~=~=~=~=~=

Password:
Login incorrect
login: root
Password:
No home directory.
Logging in with home = "/".
# slog2info -w | grep UpdateService 
Jan 01 00:00:14.922          UpdateService.2781347                           0  -----ONLINE-----
Jan 01 00:28:48.756        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:28:48.756        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:28:48.756        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:28:53.757        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:28:53.779        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 137
Jan 01 00:28:53.779        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [137]V
Jan 01 00:28:53.779        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 137
Jan 01 00:28:58.780        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:28:58.801        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:28:58.801        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:28:58.801        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:03.802        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:03.821        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:03.821        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:03.821        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:08.823        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:08.853        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:08.853        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:08.853        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:13.854        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:13.875        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:13.875        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:13.875        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:18.876        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:18.901        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 137
Jan 01 00:29:18.901        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [137]V
Jan 01 00:29:18.901        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 137
Jan 01 00:29:23.902        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:23.931        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:23.931        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:23.931        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:28.932        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:28.951        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:28.951        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:28.951        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:33.954        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:33.974        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:33.974        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:33.974        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:38.976        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:39.008        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:39.008        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:39.008        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:44.011        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:44.045        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:44.045        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:44.045        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:49.047        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:49.075        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:49.075        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:49.075        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:54.077        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:54.102        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:54.102        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:54.102        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:29:59.103        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:29:59.133        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:29:59.133        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:29:59.133        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:30:04.134        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:04.152        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:30:04.152        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:30:04.152        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:30:09.154        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:09.175        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 137
Jan 01 00:30:09.175        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [137]V
Jan 01 00:30:09.175        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 137
Jan 01 00:30:14.176        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:14.196        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 137
Jan 01 00:30:14.196        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [137]V
Jan 01 00:30:14.196        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 137
Jan 01 00:30:19.199        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:19.218        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:30:19.218        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:30:19.218        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:30:24.220        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:24.241        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:30:24.241        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:30:24.241        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:30:29.243        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:29.264        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:30:29.264        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:30:29.264        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:30:34.266        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:34.286        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:30:34.286        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:30:34.286        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:30:39.287        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:39.309        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 137
Jan 01 00:30:39.309        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [137]V
Jan 01 00:30:39.309        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 137
Jan 01 00:30:44.311        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:44.338        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:30:44.338        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:30:44.338        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:30:49.339        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:49.368        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:30:49.368        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:30:49.368        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:30:54.370        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:54.395        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:30:54.396        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:30:54.396        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:30:59.398        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:30:59.434        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:30:59.434        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:30:59.434        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:04.436        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:04.464        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:04.464        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:04.464        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:09.466        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:09.485        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:09.485        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:09.485        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:14.486        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:14.509        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:14.509        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:14.509        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:19.511        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:19.529        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:19.529        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:19.529        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:24.531        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:24.552        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:24.552        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:24.552        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:29.553        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:29.575        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:29.575        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:29.575        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:34.577        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:34.598        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:34.598        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:34.598        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:39.599        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:39.621        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:39.621        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:39.621        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:44.622        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:44.650        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:44.650        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:44.650        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:49.652        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:49.671        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:49.671        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:49.671        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:54.672        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:54.696        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:54.696        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:54.696        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:31:59.697        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:31:59.719        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:31:59.719        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:31:59.719        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:04.721        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:04.739        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:04.739        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:04.739        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:09.740        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:09.761        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:09.761        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:09.761        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:14.762        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:14.792        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 137
Jan 01 00:32:14.792        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [137]V
Jan 01 00:32:14.792        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 137
Jan 01 00:32:19.793        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:19.824        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:19.824        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:19.824        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:24.825        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:24.851        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:24.851        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:24.851        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:29.853        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:29.878        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:29.878        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:29.878        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:34.880        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:34.899        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:34.899        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:34.899        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:39.901        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:39.924        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:39.925        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:39.925        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:44.928        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:44.952        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:44.952        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:44.952        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:49.953        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:49.974        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:49.974        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:49.974        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:32:54.975        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:32:55.000        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:32:55.000        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:32:55.000        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:33:00.002        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:33:00.021        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:33:00.021        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:33:00.021        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:33:05.022        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:33:05.043        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:33:05.043        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:33:05.043        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:33:10.045        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:33:10.063        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:33:10.063        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:33:10.063        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:33:15.065        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:33:15.087        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:33:15.087        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:33:15.087        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:33:20.089        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:33:20.112        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 137
Jan 01 00:33:20.112        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [137]V
Jan 01 00:33:20.112        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 137
Jan 01 00:33:25.113        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:33:25.133        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:33:25.133        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:33:25.133        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:33:30.134        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
